pair_key,buyer_nif,buyer_name,supplier_nif,supplier_name,entity_type,distrito,n_contracts,n_near,near_rate,z_score,total_value,min_gap_days,years_active,tier
600072800|505759870,600072800,"Agrupamento de Escolas de Santa Maria Maior, Viana do Castelo",505759870,"Pedro Sousa Unipessoal, Lda.",Outro,Viana do Castelo,9,4,0.4444444444444444,1.6562463721803646,155635.5,0.0,5,In observation
600075826|UNKNOWN,600075826,Comissão de Coordenação e Desenvolvimento Regional do Alentejo,,"DECSIS - Sistemas de Informação, SA.",Outro,Évora,9,4,0.4444444444444444,1.6562463721803646,158714.22,17.0,4,In observation
680017542|505232235,680017542,Serviços Municipalizados da Câmara Municipal de Abrantes,505232235,"JANZ- Contagem e Gestão de Fluídos , S.A.",Município,Santarém,9,4,0.4444444444444444,1.6562463721803646,156283.31,70.0,8,In observation
507330609|UNKNOWN,507330609,Freguesia de Marvila,,Nuno Ferreira Pintão,Freguesia,Lisboa,348,151,0.4339080459770115,1.6111084121336157,5613740.15,0.0,8,In observation
500051062|501386050,500051062,Município de Sintra,501386050,"Pestox-Controle e Defesa do Meio Ambiente, Lda",Município,Lisboa,7,3,0.42857142857142855,1.5882463284735737,251792.0,121.0,4,In observation
500051070|500061270,500051070,Município de Lisboa,500061270,"CENTROCAR - Centro de Equipamentos Mecanicos, SA",Município,Lisboa,7,3,0.42857142857142855,1.5882463284735737,230540.05,56.0,5,In observation
501121536|513667245,501121536,Município de Torre de Moncorvo,513667245,"SOPAPEL ,Estela &amp; Orlando, Lda",Município,Braganca,7,3,0.42857142857142855,1.5882463284735737,90174.7,326.0,4,In observation
501144218|501276670,501144218,Município de Sesimbra,501276670,Ruas&amp;Neves lda,Município,Setúbal,7,3,0.42857142857142855,1.5882463284735737,174154.44,58.0,5,In observation
501262997|514223839,501262997,Município de Mangualde,514223839,"Jardim &amp; Pessoas, Ldª",Município,Viseu,7,3,0.42857142857142855,1.5882463284735737,331844.0,33.0,5,In observation
501294163|506822044,501294163,Município de Anadia,506822044,"Hidromaster – Conservação de Superfícies, Lda.",Município,Aveiro,7,3,0.42857142857142855,1.5882463284735737,613493.0,43.0,6,In observation
501294996|500912645,501294996,Município de Loures,500912645,"Ernst &amp; Young, SA",Município,Lisboa,7,3,0.42857142857142855,1.5882463284735737,250040.0,41.0,6,In observation
501306099|503199052,501306099,Município do Porto,503199052,"STUDIO EDUARDO AIRES, S.A.",Município,Porto,7,3,0.42857142857142855,1.5882463284735737,181640.0,105.0,6,In observation
501306234|516027271,501306234,Município de Oliveira de Frades,516027271,"EXTRAORDINARY BRAIN, LDA",Município,Viseu,7,3,0.42857142857142855,1.5882463284735737,129057.8,0.0,3,In observation
501306870|501999558,501306870,Município de Santo Tirso,501999558,"Paiva &amp; Machado, Lda.",Município,Porto,7,3,0.42857142857142855,1.5882463284735737,86032.88,93.0,5,In observation
501427511|500697370,501427511,Instituto Nacional de Saúde Dr.Ricardo Jorge(INSA),500697370,"Petróleos de Portugal Petrogal, S.A.",Instituto,Lisboa,7,3,0.42857142857142855,1.5882463284735737,135547.55,133.0,7,In observation
501461108|503009482,501461108,Universidade de Aveiro,503009482,"ABREU &amp; ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Outro,Aveiro,7,3,0.42857142857142855,1.5882463284735737,181523.0,34.0,3,In observation
501559094|500912645,501559094,Universidade Nova de Lisboa,500912645,"Ernst &amp; Young, S.A.",Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,203185.0,11.0,3,In observation
501559094|502310090,501559094,Universidade Nova de Lisboa,502310090,"Deloitte Consultores, S.A.",Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,321970.0,30.0,5,In observation
501685596|513790020,501685596,JOBRA - Associação de Jovens da Branca,513790020,"Rianet, Lda",Outro,Aveiro,7,3,0.42857142857142855,1.5882463284735737,158123.75,0.0,4,In observation
502017368|505160544,502017368,Autoridade Nacional de Comunicações,505160544,knowman Consultores em Gestão Lda,Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,78525.0,68.0,4,In observation
502834846|516379674,502834846,Município do Montijo,516379674,NONSTOP TRADITION UNIPESSOAL LDA,Município,Setúbal,7,3,0.42857142857142855,1.5882463284735737,271094.0,7.0,3,In observation
503311332|509868657,503311332,"EMEL - Empresa Municipal de Mobilidade e Estacionamento de Lisboa, E. M., S. A.",509868657,"ENGENHO DE MESTRE, LDA",Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,1216981.52,25.0,4,In observation
503539473|503261343,503539473,MUNICÍPIO DE ALBUFEIRA,503261343,Albufeira Magazine Lda,Município,Faro,7,3,0.42857142857142855,1.5882463284735737,106076.8,134.0,6,In observation
503539473|514986212,503539473,Município de Albufeira,514986212,Cabreira Solutions Unipessoal Lda,Município,Faro,7,3,0.42857142857142855,1.5882463284735737,137900.0,29.0,4,In observation
503539473|514997133,503539473,Município de Albufeira,514997133,"Associação para o Desenvolvimento do Centro Académico de Investigação e Formação Biomédica do Algarve, AD-ABC",Município,Faro,7,3,0.42857142857142855,1.5882463284735737,323370.0,9.0,2,In observation
503683388|504654748,503683388,CEFOSAP - Centro de Formação Sindical e Aperfeiçoamento Profissional,504654748,"Beltrão Coelho - Sistemas de Escritório, Lda",Outro,Porto,7,3,0.42857142857142855,1.5882463284735737,97038.0,0.0,5,In observation
503933813|507194934,503933813,"Infraestruturas de Portugal, S. A.",507194934,"Toinovate Consulting - Consultoria em Recursos Informáticos, Lda",Outro,Portugal Continental,7,3,0.42857142857142855,1.5882463284735737,240054.0,6.0,5,In observation
503941565|500745749,503941565,"Promotorres, E. M.",500745749,Cruz Vermelha Portuguesa,Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,85164.34,12.0,3,In observation
503941565|501290567,503941565,"Promotorres, E. M.",501290567,Prosegur - Companhia de segurança Lda.,Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,223109.53,150.0,5,In observation
504293125|504009346,504293125,Município de Odivelas,504009346,"DDN-Coordenação e Fiscalização de Obras Publicas e Privadas, Lda",Município,Lisboa,7,3,0.42857142857142855,1.5882463284735737,402663.34,7.0,4,In observation
504538314|501989978,504538314,"Cascais Envolvente -  Gestão Social da Habitação, E. M., S. A.",501989978,"QUIDGEST - CONSULTORES DE GESTÃO, S. A.",Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,229960.0,93.0,5,In observation
504603205|506008487,504603205,Fundação Escola Profissional de Leiria,506008487,"José Carreira da Silva Costa, Lda.",Outro,Leiria,7,3,0.42857142857142855,1.5882463284735737,136302.41,336.0,7,In observation
504748114|504812025,504748114,"Desmor, E. M., S. A.",504812025,"Táxis Luis M. C. Santos, Unipessoal, Lda.",Outro,Santarém,7,3,0.42857142857142855,1.5882463284735737,94854.4,208.0,7,In observation
504763202|501136827,504763202,"Águas de Gaia, EM, SA",501136827,"MOVEX - Produção, Venda e Aluguer de Módulos Pré-fabricados SA",Outro,Porto,7,3,0.42857142857142855,1.5882463284735737,123170.0,352.0,7,In observation
504828576|502694637,504828576,Município de Évora,502694637,"Luzlimpa Unipessoal, Lda",Município,Évora,7,3,0.42857142857142855,1.5882463284735737,898840.0,92.0,6,In observation
505120151|510216013,505120151,"Feira Viva - Cultura e Desporto, E. M.",510216013,"Ene Emoções Unipessoal, Lda",Outro,Aveiro,7,3,0.42857142857142855,1.5882463284735737,80775.0,135.0,5,In observation
505255391|503314030,505255391,"AMBILITAL - Investimentos Ambientais no Alentejo, E. I. M.",503314030,RAMOS &amp; FILHO-REP.DIS HID. LDA,Outro,Setúbal,7,3,0.42857142857142855,1.5882463284735737,355147.0,172.0,6,In observation
505335018|502888539,505335018,Município de Vila Nova de Gaia,502888539,"Bricantel-Comércio de Material Eléctrico de Bragança, Lda.",Município,Porto,7,3,0.42857142857142855,1.5882463284735737,261659.16999999998,4.0,5,In observation
505335018|511135610,505335018,Município de Vila Nova de Gaia,511135610,"ACIN - iCloud Solutions, Lda.",Município,Porto,7,3,0.42857142857142855,1.5882463284735737,89550.0,153.0,5,In observation
505592940|505299402,505592940,Município de Melgaço,505299402,"IPDT Consulting - Investigação, Planeamento e Desenvolvimento, Lda.",Município,Viana do Castelo,7,3,0.42857142857142855,1.5882463284735737,290613.6,77.0,6,In observation
505656000|502587652,505656000,Município de Rio Maior,502587652,"Benecar - Automóveis, S.A.",Município,Santarém,7,3,0.42857142857142855,1.5882463284735737,309227.67,0.0,4,In observation
505804786|507225740,505804786,Município de Vila do Conde,507225740,Rduz Gestão Global de Residuos Sa,Município,Porto,7,3,0.42857142857142855,1.5882463284735737,566250.0,24.0,5,In observation
506151174|515281751,506151174,Município de Viana do Alentejo,515281751,"LC Produções Unipessoal, Lda.",Município,Évora,7,3,0.42857142857142855,1.5882463284735737,163425.0,0.0,4,In observation
506173968|501199209,506173968,Município do Seixal,501199209,"Mestres Publicidade, Lda",Município,Setúbal,7,3,0.42857142857142855,1.5882463284735737,161869.44,51.0,4,In observation
506321894|509116396,506321894,Município de Olhão,509116396,"Movixira - Mobiliário de Escritório, Lda.",Município,Faro,7,3,0.42857142857142855,1.5882463284735737,72936.3,487.0,4,In observation
506572218|507136535,506572218,Município de Lamego,507136535,"MPT - Mobilidade e Planeamento do Território, Lda",Município,Viseu,7,3,0.42857142857142855,1.5882463284735737,293690.5,19.0,5,In observation
506656128|515015687,506656128,Município de Paredes,515015687,"CIVITECENG, LDª",Município,Porto,7,3,0.42857142857142855,1.5882463284735737,246280.0,48.0,6,In observation
506722422|506782328,506722422,Município de Coruche,506782328,"Ripórtico – Engenharia, Lda",Município,Santarém,7,3,0.42857142857142855,1.5882463284735737,156408.0,0.0,4,In observation
506728897|502413603,506728897,Município de Valença,502413603,"PH INFORMATICA E MICRO SISTEMAS, LDA",Município,Viana do Castelo,7,3,0.42857142857142855,1.5882463284735737,124705.12,28.0,6,In observation
506802698|510908110,506802698,Município de Óbidos,510908110,"Ler Devagar, Lda.",Município,Leiria,7,3,0.42857142857142855,1.5882463284735737,145819.84,46.0,6,In observation
506804240|502413603,506804240,Município de Lagoa,502413603,PH-INFORMÁTICA E MICROSISTEMAS S.A.,Município,Faro,7,3,0.42857142857142855,1.5882463284735737,124673.9,124.0,6,In observation
506824942|509098916,506824942,Município de Sabrosa,509098916,"Roda Térmica, EficênciA  Energética, Ldª.",Município,Vila Real,7,3,0.42857142857142855,1.5882463284735737,143153.27,0.0,5,In observation
506851168|502646802,506851168,Município de Mogadouro,502646802,"Be Water, S.A.",Município,Braganca,7,3,0.42857142857142855,1.5882463284735737,96706.0,0.0,3,In observation
507012100|503504564,507012100,Município da Nazaré,503504564,"EDP COMERCIAL - COMERCIALIZAÇÃO DE ENERGIA, S.A.",Município,Leiria,7,3,0.42857142857142855,1.5882463284735737,1140349.0,71.0,5,In observation
507012100|504615947,507012100,Município da Nazaré,504615947,"MEO - Serviços de Comunicações e Multimédia, S.A.",Município,Leiria,7,3,0.42857142857142855,1.5882463284735737,173855.03,0.0,4,In observation
507076338|UNKNOWN,507076338,Freguesia de Seroa,,Abílio Moreira Dias,Freguesia,Porto,7,3,0.42857142857142855,1.5882463284735737,101465.0,0.0,2,In observation
507084233|501949534,507084233,Freguesia de Lousa,501949534,"JJA Materiais de Construção, Lda.",Freguesia,Lisboa,7,3,0.42857142857142855,1.5882463284735737,81000.0,358.0,6,In observation
507237900|UNKNOWN,507237900,Freguesia da Barrosa,,Francisco Mendes Brito Vicente,Freguesia,Santarém,7,3,0.42857142857142855,1.5882463284735737,121910.0,0.0,5,In observation
507618319|504904493,507618319,"Centro Hospitalar de Lisboa Ocidental, E. P. E.",504904493,"Ris 2048 - Sistemas Informáticos e Comunicações, Lda.",Hospital,Lisboa,7,3,0.42857142857142855,1.5882463284735737,102893.04000000001,6.0,5,In observation
507618319|505148676,507618319,"Centro Hospitalar de Lisboa Ocidental, EPE (CHLO)",505148676,"LINEAMÉDICA- DISPOSITIVOS MÉDICOS-CIRÚRGICOS,SA",Hospital,Lisboa,42,18,0.42857142857142855,1.5882463284735737,732217.66,21.0,6,In observation
507725077|513386270,507725077,"Lagos em Forma - Gestão Desportiva, E. M., S. A.",513386270,"Energyco II, SA",Outro,Faro,7,3,0.42857142857142855,1.5882463284735737,809972.0,0.0,4,In observation
508080142|510940560,508080142,"Centro Hospitalar Universitário Lisboa Central, E. P. E.",510940560,"Casa de Repouso São Lourenço, Lda",Hospital,Lisboa,7,3,0.42857142857142855,1.5882463284735737,316810.0,10.0,2,In observation
508085888|507992822,508085888,"Hospital do Espírito Santo de Évora, E. P. E.",507992822,RACLAC LDA,Hospital,Évora,7,3,0.42857142857142855,1.5882463284735737,59862.3,0.0,3,In observation
508666236|502095105,508666236,"Instituto do Turismo de Portugal, I. P.",502095105,"José Maria Lucas, Lda",Instituto,Coimbra,7,3,0.42857142857142855,1.5882463284735737,126827.72,329.0,7,In observation
508754496|503761877,508754496,Comunidade Intermunicipal do Minho - Lima,503761877,Instituto Politécnico de Viana do Castelo,Outro,Viana do Castelo,7,3,0.42857142857142855,1.5882463284735737,203977.89,11.0,4,In observation
508914698|506126285,508914698,"Polis Litoral Ria de Aveiro - Sociedade para a Requalificação e Valorização da Ria de Aveiro, S. A.",506126285,"AVEIPLANO – ARQUITECTURA E ENGENHARIA, LDA",Outro,Aveiro,7,3,0.42857142857142855,1.5882463284735737,577401.22,30.0,3,In observation
509364390|502503661,509364390,CIMAC - Comunidade Intermunicipal do Alentejo Central,502503661,Quaternaire Portugal S.A.,Outro,Évora,7,3,0.42857142857142855,1.5882463284735737,206450.0,144.0,6,In observation
510834620|UNKNOWN,510834620,União das Freguesias de Arez e Amieira do Tejo,,José Francisco Severino Afonso,Freguesia,Portalegre,14,6,0.42857142857142855,1.5882463284735737,196000.0,0.0,4,In observation
511236077|501730281,511236077,Associação de Promoção da Região Autónoma da Madeira,501730281,"Multilem - Design e Construção de Espaços, S.A.",Outro,Portugal Continental,7,3,0.42857142857142855,1.5882463284735737,263939.22,0.0,3,In observation
512074771|507291956,512074771,Município de São Roque do Pico,507291956,"Smart Vision - Assessores e Auditores Estratégicos, Lda",Município,Região Autónoma dos Açores,7,3,0.42857142857142855,1.5882463284735737,209590.09,157.0,6,In observation
515545236|501720324,515545236,"Tejo Ambiente - Empresa Intermunicipal de Ambiente do Médio Tejo, E. I. M., S. A.",501720324,"DESARFATE - Desaterros de Fátima, Lda.",Outro,Santarém,7,3,0.42857142857142855,1.5882463284735737,234860.0,125.0,4,In observation
600011712|503640549,600011712,Polícia Judiciária,503640549,Caravela Companhia de Seguros S.A.,Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,864828.16,28.0,5,In observation
600018709|UNKNOWN,600018709,Direção-Geral do Tribunal de Contas,,Ana Cristina Louro Ribeiro Doutor Simões,Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,100585.03,12.0,4,In observation
600032205|503935107,600032205,Secretaria-Geral do Ministério da Defesa Nacional,503935107,"Lusa - Agência de Notícias de Portugal, S. A.",Ministério,Lisboa,7,3,0.42857142857142855,1.5882463284735737,162770.4,341.0,7,In observation
600076075|505873559,600076075,Agrupamento de Escolas de Souselo,505873559,"M. Alves, Lda",Outro,Viseu,7,3,0.42857142857142855,1.5882463284735737,72356.18,0.0,5,In observation
600078671|502522380,600078671,Agrupamento de Escolas n.º 4 de Évora,502522380,Rodoviária do Alentejo,Outro,Évora,7,3,0.42857142857142855,1.5882463284735737,180069.5,0.0,6,In observation
600082032|500145415,600082032,Agrupamento de Escolas do Carregado,500145415,"RECHEIO - CASH &amp; CARRY, S.A",Outro,Lisboa,7,3,0.42857142857142855,1.5882463284735737,94478.55,0.0,6,In observation
600084108|508831989,600084108,Agrupamento de Escolas de Penacova,508831989,"OLMAR - Artigos de Papelaria, Lda.",Outro,Coimbra,7,3,0.42857142857142855,1.5882463284735737,120359.25,355.0,6,In observation
600084337|510551688,600084337,"Agrupamento de Escolas Dr.ª Laura Ayres, Loulé",510551688,"Gelsilves, Lda.",Outro,Faro,7,3,0.42857142857142855,1.5882463284735737,203521.72,0.0,4,In observation
600086097|503502340,600086097,"Agrupamento de Escolas Pinheiro e Rosa, Faro",503502340,"IPNT, LDA",Outro,Faro,7,3,0.42857142857142855,1.5882463284735737,116530.0,331.0,7,In observation
600086607|506937887,600086607,"Agrupamento de Escolas de Albufeira Poente, Albufeira",506937887,JCL- Comércio de Produtos Alimentares Ldª,Outro,Faro,7,3,0.42857142857142855,1.5882463284735737,97636.3,0.0,6,In observation
680017763|504615947,680017763,Serviços Municipalizados de Água e Saneamento de Almada,504615947,"1 - MEO - SERVIÇOS DE COMUNICAÇÕES E MULTIMÉDIA, S.A.",Outro,Setúbal,7,3,0.42857142857142855,1.5882463284735737,251030.54,35.0,6,In observation
680020063|502563664,680020063,Serviços Municipalizados de Viseu,502563664,"LPQ - Laboratório Pró-Qualidade, Lda",Outro,Viseu,7,3,0.42857142857142855,1.5882463284735737,137206.5,0.0,4,In observation
506676170|UNKNOWN,506676170,Município de Seia,,João Pedro Nunes de Sá Fidalgo,Município,Guarda,143,61,0.42657342657342656,1.5796868824125792,2128469.26,0.0,8,In observation
506829987|UNKNOWN,506829987,Agência Regional de Promoção Turística do Alentejo - Turismo do Alentejo,,Glenaki Tourism Consultancy,Outro,Beja,55,23,0.41818181818181815,1.5437372089564014,1849069.01,0.0,7,In observation
503035416|509100007,503035416,"Hospital Professor Doutor Fernando Fonseca, E. P. E.",509100007,BAS - Sociedade de Advogados,Hospital,Lisboa,12,5,0.4166666666666667,1.5372462956934807,305576.0,0.0,6,In observation
506666018|505085860,506666018,Município de Carrazeda de Ansiães,505085860,"AUTO TÁXI CARRAZEDENSE, LD.ª",Município,Braganca,12,5,0.4166666666666667,1.5372462956934807,174488.0,6.0,8,In observation
506673626|502693622,506673626,Município do Barreiro,502693622,"Cotefis - Gestão de Projetos, S.A.",Município,Setúbal,12,5,0.4166666666666667,1.5372462956934807,424941.3,14.0,6,In observation
509822932|980655684,509822932,"CENTRO HOSPITALAR DE LEIRIA, E.P.E.",980655684,CEPHEID IBERIA S.L.U. - SUCURSAL EM PORTUGAL,Hospital,Leiria,12,5,0.4166666666666667,1.5372462956934807,2990470.75,51.0,4,In observation
510103448|507736915,510103448,"Centro Hospitalar e Universitário de Coimbra, E. P. E.",507736915,"Engels Logística e Ambiente, Unip. Ldª",Hospital,Coimbra,12,5,0.4166666666666667,1.5372462956934807,206270.0,121.0,5,In observation
514993871|503644650,514993871,"Centro Hospitalar do Oeste, E. P. E.",503644650,ASSOCIAÇÃO SOCORROS FREGUESIA TURCIFAL,Hospital,Leiria,12,5,0.4166666666666667,1.5372462956934807,235513.63,13.0,3,In observation
501206639|UNKNOWN,501206639,Município de Mourão,,JOSÉ DARIO MORENO CHAVEZ,Município,Évora,171,71,0.4152046783625731,1.5309831337731181,2732769.92,0.0,8,In observation
507618319|507992822,507618319,"Centro Hospitalar de Lisboa Ocidental, EPE (CHLO)",507992822,Raclac,Hospital,Lisboa,17,7,0.4117647058823529,1.5162462821957952,937600.48,168.0,3,In observation
